"fecha";"matricula_carrera";"carrera_academica";"periodo";"año_y"
NULL;"3";"DERECHO";NULL;NULL
"2016-02-01";"2031";"ADMINISTRACIÓN DE EMPRESAS";"2016-I";"2016"
"2016-02-01";"725";"INGENIERÍA DE GAS Y PETROQUÍMICA";"2016-I";"2016"
"2016-02-01";"3983";"CIENCIAS DE LA EDUCACIÓN";"2016-I";"2016"
"2016-02-01";"1478";"ODONTOLOGÍA";"2016-I";"2016"
"2016-02-01";"982";"COMERCIO INTERNACIONAL";"2016-I";"2016"
"2016-02-01";"244";"HISTORIA";"2016-I";"2016"
"2016-02-01";"843";"MEDICINA VETERINARIA Y ZOOTECNIA";"2016-I";"2016"
"2016-02-01";"1102";"LINGÜÍSTICA E IDIOMAS";"2016-I";"2016"
"2016-02-01";"656";"GESTIÓN TURÍSTICA Y HOTELERA";"2016-I";"2016"
"2016-02-01";"763";"PSICOLOGÍA";"2016-I";"2016"
"2016-02-01";"88";"CIENCIAS FÍSICAS  Y ENERGÍAS ALTERNATIVAS";"2016-I";"2016"
"2016-02-01";"1733";"ENFERMERÍA";"2016-I";"2016"
"2016-02-01";"1354";"EDUCACIÓN PARVULARIA";"2016-I";"2016"
"2016-02-01";"229";"CIENCIAS POLITICAS";"2016-I";"2016"
"2016-02-01";"486";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2016-I";"2016"
"2016-02-01";"960";"TRABAJO SOCIAL";"2016-I";"2016"
"2016-02-01";"189";"ARTES PLÁSTICAS";"2016-I";"2016"
"2016-02-01";"3841";"CONTADURÍA PÚBLICA";"2016-I";"2016"
"2016-02-01";"1378";"MEDICINA";"2016-I";"2016"
"2016-02-01";"224";"INGENIERÍA EN ZOOTECNIA E INDUSTRIA PECUARIA";"2016-I";"2016"
"2016-02-01";"423";"INGENIERÍA AUTOTRÓNICA";"2016-I";"2016"
"2016-02-01";"1952";"INGENIERÍA DE SISTEMAS";"2016-I";"2016"
"2016-02-01";"569";"INGENIERÍA ELECTRÓNICA";"2016-I";"2016"
"2016-02-01";"1";"TECNOLOGÍA EN LABORATORIO DENTAL";"2016-I";"2016"
"2016-02-01";"426";"NUTRICIÓN Y DIETÉTICA";"2016-I";"2016"
"2016-02-01";"6705";"DERECHO";"2016-I";"2016"
"2016-02-01";"99";"INGENIERÍA TEXTIL";"2016-I";"2016"
"2016-02-01";"164";"INGENIERÍA AMBIENTAL";"2016-I";"2016"
"2016-02-01";"563";"CIENCIAS DEL DESARROLLO";"2016-I";"2016"
"2016-02-01";"744";"ECONOMÍA";"2016-I";"2016"
"2016-02-01";"894";"INGENIERÍA CIVIL";"2016-I";"2016"
"2016-02-01";"999";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2016-I";"2016"
"2016-02-01";"300";"SOCIOLOGÍA";"2016-I";"2016"
"2016-02-01";"819";"INGENIERÍA AGRONÓMICA";"2016-I";"2016"
"2016-02-01";"136";"INGENIERÍA ELECTRICA";"2016-I";"2016"
"2016-02-01";"966";"ARQUITECTURA";"2016-I";"2016"
"2016-08-01";"13";"TRABAJO SOCIAL";"2016-II";"2016"
"2016-08-01";"16";"CIENCIAS FÍSICAS  Y ENERGÍAS ALTERNATIVAS";"2016-II";"2016"
"2016-08-01";"20";"MEDICINA";"2016-II";"2016"
"2016-08-01";"76";"INGENIERÍA DE SISTEMAS";"2016-II";"2016"
"2016-08-01";"107";"PSICOLOGÍA";"2016-II";"2016"
"2016-08-01";"9";"INGENIERÍA TEXTIL";"2016-II";"2016"
"2016-08-01";"41";"INGENIERÍA DE GAS Y PETROQUÍMICA";"2016-II";"2016"
"2016-08-01";"23";"INGENIERÍA AMBIENTAL";"2016-II";"2016"
"2016-08-01";"22";"INGENIERÍA EN ZOOTECNIA E INDUSTRIA PECUARIA";"2016-II";"2016"
"2016-08-01";"158";"ARQUITECTURA";"2016-II";"2016"
"2016-08-01";"22";"CONTADURÍA PÚBLICA";"2016-II";"2016"
"2016-08-01";"30";"CIENCIAS DEL DESARROLLO";"2016-II";"2016"
"2016-08-01";"28";"INGENIERÍA ELECTRICA";"2016-II";"2016"
"2016-08-01";"30";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2016-II";"2016"
"2016-08-01";"25";"ARTES PLÁSTICAS";"2016-II";"2016"
"2016-08-01";"6";"ECONOMÍA";"2016-II";"2016"
"2016-08-01";"4";"CIENCIAS POLITICAS";"2016-II";"2016"
"2016-08-01";"19";"ADMINISTRACIÓN DE EMPRESAS";"2016-II";"2016"
"2016-08-01";"6";"HISTORIA";"2016-II";"2016"
"2016-08-01";"69";"INGENIERÍA AUTOTRÓNICA";"2016-II";"2016"
"2016-08-01";"69";"MEDICINA VETERINARIA Y ZOOTECNIA";"2016-II";"2016"
"2016-08-01";"54";"LINGÜÍSTICA E IDIOMAS";"2016-II";"2016"
"2016-08-01";"157";"COMERCIO INTERNACIONAL";"2016-II";"2016"
"2016-08-01";"5";"GESTIÓN TURÍSTICA Y HOTELERA";"2016-II";"2016"
"2016-08-01";"4";"SOCIOLOGÍA";"2016-II";"2016"
"2016-08-01";"11";"ODONTOLOGÍA";"2016-II";"2016"
"2016-08-01";"20";"INGENIERÍA AGRONÓMICA";"2016-II";"2016"
"2016-08-01";"140";"INGENIERÍA CIVIL";"2016-II";"2016"
"2016-08-01";"9";"ENFERMERÍA";"2016-II";"2016"
"2016-09-01";"12";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2016-II";"2016"
"2016-10-01";"414";"CIENCIAS DE LA EDUCACIÓN";"2016-II";"2016"
"2016-10-01";"283";"EDUCACIÓN PARVULARIA";"2016-II";"2016"
"2016-11-01";"39";"INGENIERÍA ELECTRÓNICA";"2016-II";"2016"
"2016-12-01";"131";"DERECHO";"2016-II";"2016"
"2017-01-01";"265";"ARTES PLÁSTICAS";"2017-I";"2017"
"2017-01-01";"279";"INGENIERÍA EN ZOOTECNIA E INDUSTRIA PECUARIA";"2017-I";"2017"
"2017-01-01";"636";"INGENIERÍA ELECTRÓNICA";"2017-I";"2017"
"2017-01-01";"7390";"DERECHO";"2017-I";"2017"
"2017-01-01";"613";"CIENCIAS DEL DESARROLLO";"2017-I";"2017"
"2017-01-01";"1107";"INGENIERÍA CIVIL";"2017-I";"2017"
"2017-01-01";"1183";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2017-I";"2017"
"2017-01-01";"2386";"ADMINISTRACIÓN DE EMPRESAS";"2017-I";"2017"
"2017-01-01";"752";"INGENIERÍA DE GAS Y PETROQUÍMICA";"2017-I";"2017"
"2017-01-01";"1483";"ODONTOLOGÍA";"2017-I";"2017"
"2017-01-01";"1199";"LINGÜÍSTICA E IDIOMAS";"2017-I";"2017"
"2017-01-01";"799";"GESTIÓN TURÍSTICA Y HOTELERA";"2017-I";"2017"
"2017-01-01";"901";"PSICOLOGÍA";"2017-I";"2017"
"2017-01-01";"286";"CIENCIAS POLITICAS";"2017-I";"2017"
"2017-01-01";"515";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2017-I";"2017"
"2017-02-01";"4435";"CONTADURÍA PÚBLICA";"2017-I";"2017"
"2017-02-01";"4635";"CIENCIAS DE LA EDUCACIÓN";"2017-I";"2017"
"2017-02-01";"1482";"MEDICINA";"2017-I";"2017"
"2017-02-01";"488";"INGENIERÍA AUTOTRÓNICA";"2017-I";"2017"
"2017-02-01";"2005";"INGENIERÍA DE SISTEMAS";"2017-I";"2017"
"2017-02-01";"520";"NUTRICIÓN Y DIETÉTICA";"2017-I";"2017"
"2017-02-01";"109";"INGENIERÍA TEXTIL";"2017-I";"2017"
"2017-02-01";"224";"INGENIERÍA AMBIENTAL";"2017-I";"2017"
"2017-02-01";"929";"ECONOMÍA";"2017-I";"2017"
"2017-02-01";"815";"INGENIERÍA AGRONÓMICA";"2017-I";"2017"
"2017-02-01";"1277";"ARQUITECTURA";"2017-I";"2017"
"2017-02-01";"1260";"COMERCIO INTERNACIONAL";"2017-I";"2017"
"2017-02-01";"255";"HISTORIA";"2017-I";"2017"
"2017-02-01";"904";"MEDICINA VETERINARIA Y ZOOTECNIA";"2017-I";"2017"
"2017-02-01";"1065";"TRABAJO SOCIAL";"2017-I";"2017"
"2017-02-01";"91";"CIENCIAS FÍSICAS  Y ENERGÍAS ALTERNATIVAS";"2017-I";"2017"
"2017-02-01";"1764";"ENFERMERÍA";"2017-I";"2017"
"2017-02-01";"1728";"EDUCACIÓN PARVULARIA";"2017-I";"2017"
"2017-03-01";"320";"SOCIOLOGÍA";"2017-I";"2017"
"2017-03-01";"199";"INGENIERÍA ELECTRICA";"2017-I";"2017"
"2017-08-01";"1";"CIENCIAS POLITICAS";"2017-II";"2017"
"2017-08-01";"111";"DERECHO";"2017-II";"2017"
"2017-08-01";"2";"INGENIERÍA TEXTIL";"2017-II";"2017"
"2017-08-01";"212";"COMERCIO INTERNACIONAL";"2017-II";"2017"
"2017-08-01";"18";"INGENIERÍA ELECTRICA";"2017-II";"2017"
"2017-08-01";"4";"ARTES PLÁSTICAS";"2017-II";"2017"
"2017-08-01";"11";"CIENCIAS FÍSICAS  Y ENERGÍAS ALTERNATIVAS";"2017-II";"2017"
"2017-08-01";"14";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2017-II";"2017"
"2017-08-01";"193";"INGENIERÍA DE SISTEMAS";"2017-II";"2017"
"2017-08-01";"15";"INGENIERÍA DE GAS Y PETROQUÍMICA";"2017-II";"2017"
"2017-08-01";"48";"MEDICINA VETERINARIA Y ZOOTECNIA";"2017-II";"2017"
"2017-08-01";"67";"LINGÜÍSTICA E IDIOMAS";"2017-II";"2017"
"2017-08-01";"10";"INGENIERÍA EN ZOOTECNIA E INDUSTRIA PECUARIA";"2017-II";"2017"
"2017-08-01";"62";"INGENIERÍA AGRONÓMICA";"2017-II";"2017"
"2017-08-01";"130";"INGENIERÍA AUTOTRÓNICA";"2017-II";"2017"
"2017-08-01";"13";"ECONOMÍA";"2017-II";"2017"
"2017-09-01";"450";"CIENCIAS DE LA EDUCACIÓN";"2017-II";"2017"
"2017-09-01";"3";"ENFERMERÍA";"2017-II";"2017"
"2017-09-01";"24";"INGENIERÍA AMBIENTAL";"2017-II";"2017"
"2017-09-01";"26";"CIENCIAS DEL DESARROLLO";"2017-II";"2017"
"2017-09-01";"75";"INGENIERÍA CIVIL";"2017-II";"2017"
"2017-09-01";"7";"TRABAJO SOCIAL";"2017-II";"2017"
"2017-10-01";"4";"ADMINISTRACIÓN DE EMPRESAS";"2017-II";"2017"
"2017-10-01";"105";"PSICOLOGÍA";"2017-II";"2017"
"2017-10-01";"1";"NUTRICIÓN Y DIETÉTICA";"2017-II";"2017"
"2017-10-01";"2";"GESTIÓN TURÍSTICA Y HOTELERA";"2017-II";"2017"
"2017-10-01";"9";"ODONTOLOGÍA";"2017-II";"2017"
"2017-10-01";"342";"EDUCACIÓN PARVULARIA";"2017-II";"2017"
"2017-10-01";"3";"MEDICINA";"2017-II";"2017"
"2017-10-01";"14";"CONTADURÍA PÚBLICA";"2017-II";"2017"
"2017-10-01";"79";"ARQUITECTURA";"2017-II";"2017"
"2017-10-01";"8";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2017-II";"2017"
"2017-11-01";"1";"HISTORIA";"2017-II";"2017"
"2017-11-01";"34";"INGENIERÍA ELECTRÓNICA";"2017-II";"2017"
"2018-01-01";"840";"INGENIERÍA AGRONÓMICA";"2018-I";"2018"
"2018-01-01";"1344";"ARQUITECTURA";"2018-I";"2018"
"2018-01-01";"789";"INGENIERÍA DE GAS Y PETROQUÍMICA";"2018-I";"2018"
"2018-01-01";"1466";"ODONTOLOGÍA";"2018-I";"2018"
"2018-01-01";"1545";"COMERCIO INTERNACIONAL";"2018-I";"2018"
"2018-01-01";"925";"MEDICINA VETERINARIA Y ZOOTECNIA";"2018-I";"2018"
"2018-01-01";"1135";"TRABAJO SOCIAL";"2018-I";"2018"
"2018-01-01";"1262";"LINGÜÍSTICA E IDIOMAS";"2018-I";"2018"
"2018-01-01";"1033";"PSICOLOGÍA";"2018-I";"2018"
"2018-01-01";"1776";"ENFERMERÍA";"2018-I";"2018"
"2018-01-01";"323";"CIENCIAS POLITICAS";"2018-I";"2018"
"2018-01-01";"534";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2018-I";"2018"
"2018-01-01";"282";"ARTES PLÁSTICAS";"2018-I";"2018"
"2018-01-01";"5190";"CIENCIAS DE LA EDUCACIÓN";"2018-I";"2018"
"2018-01-01";"524";"INGENIERÍA AUTOTRÓNICA";"2018-I";"2018"
"2018-01-01";"673";"INGENIERÍA ELECTRÓNICA";"2018-I";"2018"
"2018-01-01";"561";"NUTRICIÓN Y DIETÉTICA";"2018-I";"2018"
"2018-01-01";"265";"INGENIERÍA AMBIENTAL";"2018-I";"2018"
"2018-01-01";"599";"CIENCIAS DEL DESARROLLO";"2018-I";"2018"
"2018-01-01";"1133";"INGENIERÍA CIVIL";"2018-I";"2018"
"2018-02-01";"2689";"ADMINISTRACIÓN DE EMPRESAS";"2018-I";"2018"
"2018-02-01";"288";"HISTORIA";"2018-I";"2018"
"2018-02-01";"860";"GESTIÓN TURÍSTICA Y HOTELERA";"2018-I";"2018"
"2018-02-01";"2242";"EDUCACIÓN PARVULARIA";"2018-I";"2018"
"2018-02-01";"1448";"MEDICINA";"2018-I";"2018"
"2018-02-01";"2328";"INGENIERÍA DE SISTEMAS";"2018-I";"2018"
"2018-02-01";"8128";"DERECHO";"2018-I";"2018"
"2018-02-01";"103";"INGENIERÍA TEXTIL";"2018-I";"2018"
"2018-02-01";"1022";"ECONOMÍA";"2018-I";"2018"
"2018-02-01";"1337";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2018-I";"2018"
"2018-02-01";"388";"SOCIOLOGÍA";"2018-I";"2018"
"2018-03-01";"297";"INGENIERÍA EN ZOOTECNIA E INDUSTRIA PECUARIA";"2018-I";"2018"
"2018-03-01";"102";"CIENCIAS FÍSICAS  Y ENERGÍAS ALTERNATIVAS";"2018-I";"2018"
