"fecha";"matricula_carrera";"carrera_academica";"periodo";"año_y";"porcentaje"
NULL;"279";"ADMINISTRACIÓN DE EMPRESAS";NULL;NULL;NULL
NULL;"224";"ARQUITECTURA";NULL;NULL;NULL
NULL;"230";"ODONTOLOGÍA";NULL;NULL;NULL
NULL;"1111";"DERECHO";NULL;NULL;NULL
NULL;"322";"ECONOMÍA";NULL;NULL;NULL
NULL;"284";"MEDICINA VETERINARIA Y ZOOTECNIA";NULL;NULL;NULL
NULL;"54";"CONTADURÍA PÚBLICA";NULL;NULL;NULL
NULL;"611";"INGENIERÍA DE SISTEMAS";NULL;NULL;NULL
NULL;"600";"MEDICINA";NULL;NULL;NULL
NULL;"2";"TRABAJO SOCIAL";NULL;NULL;NULL
NULL;"14";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";NULL;NULL;NULL
NULL;"1478";"CIENCIAS DE LA EDUCACIÓN";NULL;NULL;NULL
NULL;"499";"ENFERMERÍA";NULL;NULL;NULL
NULL;"279";"CIENCIAS DEL DESARROLLO";NULL;NULL;NULL
NULL;"245";"INGENIERÍA AGRONÓMICA";NULL;NULL;NULL
NULL;"215";"INGENIERÍA CIVIL";NULL;NULL;NULL
NULL;"205";"INGENIERÍA ELECTRÓNICA";NULL;NULL;NULL
NULL;"222";"LINGÜÍSTICA E IDIOMAS";NULL;NULL;NULL
"1014-01-01";"1";"MEDICINA VETERINARIA Y ZOOTECNIA";"1014-I";"1014";"100.00"
"1900-01-01";"1";"INGENIERÍA DE SISTEMAS";"1900-I";"1900";"100.00"
"2000-05-01";"1";"ODONTOLOGÍA";"2000-I";"2000";"14.29"
"2000-12-01";"4";"CIENCIAS DE LA EDUCACIÓN";"2000-II";"2000";"57.14"
"2000-12-01";"1";"DERECHO";"2000-II";"2000";"14.29"
"2000-12-01";"1";"MEDICINA";"2000-II";"2000";"14.29"
"2001-01-01";"2";"ENFERMERÍA";"2001-I";"2001";"1.82"
"2001-01-01";"1";"CONTADURÍA PÚBLICA";"2001-I";"2001";"0.91"
"2001-01-01";"1";"INGENIERÍA ELECTRÓNICA";"2001-I";"2001";"0.91"
"2001-01-01";"1";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2001-I";"2001";"0.91"
"2001-01-01";"4";"LINGÜÍSTICA E IDIOMAS";"2001-I";"2001";"3.64"
"2001-02-01";"3";"MEDICINA VETERINARIA Y ZOOTECNIA";"2001-I";"2001";"2.73"
"2001-03-01";"42";"CIENCIAS DE LA EDUCACIÓN";"2001-I";"2001";"38.18"
"2001-03-01";"4";"ECONOMÍA";"2001-I";"2001";"3.64"
"2001-03-01";"4";"ADMINISTRACIÓN DE EMPRESAS";"2001-I";"2001";"3.64"
"2001-03-01";"2";"ARQUITECTURA";"2001-I";"2001";"1.82"
"2001-03-01";"7";"INGENIERÍA DE SISTEMAS";"2001-I";"2001";"6.36"
"2001-03-01";"3";"ODONTOLOGÍA";"2001-I";"2001";"2.73"
"2001-03-01";"24";"DERECHO";"2001-I";"2001";"21.82"
"2001-04-01";"1";"CIENCIAS DEL DESARROLLO";"2001-I";"2001";"0.91"
"2001-05-01";"3";"INGENIERÍA CIVIL";"2001-I";"2001";"2.73"
"2001-07-01";"1";"MEDICINA";"2001-I";"2001";"0.91"
"2001-08-01";"1";"ENFERMERÍA";"2001-II";"2001";"0.91"
"2001-09-01";"3";"CIENCIAS DE LA EDUCACIÓN";"2001-II";"2001";"2.73"
"2001-10-01";"2";"DERECHO";"2001-II";"2001";"1.82"
"2001-12-01";"1";"ADMINISTRACIÓN DE EMPRESAS";"2001-II";"2001";"0.91"
"2002-01-01";"14";"INGENIERÍA DE SISTEMAS";"2002-I";"2002";"5.04"
"2002-02-01";"6";"MEDICINA";"2002-I";"2002";"2.16"
"2002-02-01";"81";"CIENCIAS DE LA EDUCACIÓN";"2002-I";"2002";"29.14"
"2002-02-01";"2";"ENFERMERÍA";"2002-I";"2002";"0.72"
"2002-02-01";"4";"INGENIERÍA CIVIL";"2002-I";"2002";"1.44"
"2002-02-01";"1";"CONTADURÍA PÚBLICA";"2002-I";"2002";"0.36"
"2002-03-01";"11";"ECONOMÍA";"2002-I";"2002";"3.96"
"2002-03-01";"5";"INGENIERÍA AGRONÓMICA";"2002-I";"2002";"1.80"
"2002-03-01";"28";"DERECHO";"2002-I";"2002";"10.07"
"2002-03-01";"7";"MEDICINA VETERINARIA Y ZOOTECNIA";"2002-I";"2002";"2.52"
"2002-03-01";"12";"ARQUITECTURA";"2002-I";"2002";"4.32"
"2002-03-01";"3";"CIENCIAS DEL DESARROLLO";"2002-I";"2002";"1.08"
"2002-03-01";"3";"INGENIERÍA ELECTRÓNICA";"2002-I";"2002";"1.08"
"2002-03-01";"5";"LINGÜÍSTICA E IDIOMAS";"2002-I";"2002";"1.80"
"2002-03-01";"1";"TRABAJO SOCIAL";"2002-I";"2002";"0.36"
"2002-04-01";"10";"ODONTOLOGÍA";"2002-I";"2002";"3.60"
"2002-05-01";"16";"ADMINISTRACIÓN DE EMPRESAS";"2002-I";"2002";"5.76"
"2002-08-01";"2";"INGENIERÍA CIVIL";"2002-II";"2002";"0.72"
"2002-09-01";"1";"TRABAJO SOCIAL";"2002-II";"2002";"0.36"
"2002-09-01";"1";"SOCIOLOGÍA";"2002-II";"2002";"0.36"
"2002-09-01";"1";"LINGÜÍSTICA E IDIOMAS";"2002-II";"2002";"0.36"
"2002-11-01";"5";"INGENIERÍA AGRONÓMICA";"2002-II";"2002";"1.80"
"2002-11-01";"3";"INGENIERÍA DE SISTEMAS";"2002-II";"2002";"1.08"
"2002-11-01";"22";"CIENCIAS DE LA EDUCACIÓN";"2002-II";"2002";"7.91"
"2002-11-01";"3";"ADMINISTRACIÓN DE EMPRESAS";"2002-II";"2002";"1.08"
"2002-11-01";"2";"MEDICINA VETERINARIA Y ZOOTECNIA";"2002-II";"2002";"0.72"
"2002-11-01";"5";"DERECHO";"2002-II";"2002";"1.80"
"2002-11-01";"4";"ENFERMERÍA";"2002-II";"2002";"1.44"
"2002-11-01";"12";"ODONTOLOGÍA";"2002-II";"2002";"4.32"
"2002-12-01";"1";"CIENCIAS DEL DESARROLLO";"2002-II";"2002";"0.36"
"2002-12-01";"3";"MEDICINA";"2002-II";"2002";"1.08"
"2002-12-01";"2";"ARQUITECTURA";"2002-II";"2002";"0.72"
"2002-12-01";"2";"ECONOMÍA";"2002-II";"2002";"0.72"
"2003-06-01";"106";"MEDICINA VETERINARIA Y ZOOTECNIA";"2003-I";"2003";"2.51"
"2003-06-01";"250";"ENFERMERÍA";"2003-I";"2003";"5.92"
"2003-06-01";"91";"MEDICINA";"2003-I";"2003";"2.16"
"2003-07-01";"34";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2003-I";"2003";"0.81"
"2003-07-01";"689";"DERECHO";"2003-I";"2003";"16.32"
"2003-07-01";"48";"ECONOMÍA";"2003-I";"2003";"1.14"
"2003-07-01";"71";"CONTADURÍA PÚBLICA";"2003-I";"2003";"1.68"
"2003-07-01";"19";"ODONTOLOGÍA";"2003-I";"2003";"0.45"
"2003-07-01";"78";"TRABAJO SOCIAL";"2003-I";"2003";"1.85"
"2003-07-01";"64";"LINGÜÍSTICA E IDIOMAS";"2003-I";"2003";"1.52"
"2003-07-01";"54";"CIENCIAS DEL DESARROLLO";"2003-I";"2003";"1.28"
"2003-07-01";"84";"INGENIERÍA AGRONÓMICA";"2003-I";"2003";"1.99"
"2003-07-01";"75";"INGENIERÍA CIVIL";"2003-I";"2003";"1.78"
"2003-07-01";"37";"INGENIERÍA DE SISTEMAS";"2003-I";"2003";"0.88"
"2003-07-01";"40";"INGENIERÍA ELECTRÓNICA";"2003-I";"2003";"0.95"
"2003-07-01";"20";"SOCIOLOGÍA";"2003-I";"2003";"0.47"
"2003-07-01";"1102";"CIENCIAS DE LA EDUCACIÓN";"2003-I";"2003";"26.10"
"2003-07-01";"127";"ADMINISTRACIÓN DE EMPRESAS";"2003-I";"2003";"3.01"
"2003-07-01";"102";"ARQUITECTURA";"2003-I";"2003";"2.42"
"2003-08-01";"27";"LINGÜÍSTICA E IDIOMAS";"2003-II";"2003";"0.64"
"2003-08-01";"257";"INGENIERÍA DE SISTEMAS";"2003-II";"2003";"6.09"
"2003-08-01";"20";"SOCIOLOGÍA";"2003-II";"2003";"0.47"
"2003-08-01";"70";"INGENIERÍA AGRONÓMICA";"2003-II";"2003";"1.66"
"2003-08-01";"103";"DERECHO";"2003-II";"2003";"2.44"
"2003-08-01";"56";"CONTADURÍA PÚBLICA";"2003-II";"2003";"1.33"
"2003-08-01";"16";"TRABAJO SOCIAL";"2003-II";"2003";"0.38"
"2003-09-01";"65";"MEDICINA";"2003-II";"2003";"1.54"
"2003-09-01";"50";"INGENIERÍA ELECTRÓNICA";"2003-II";"2003";"1.18"
"2003-10-01";"51";"ODONTOLOGÍA";"2003-II";"2003";"1.21"
"2003-11-01";"25";"INGENIERÍA CIVIL";"2003-II";"2003";"0.59"
"2003-11-01";"33";"ARQUITECTURA";"2003-II";"2003";"0.78"
"2003-11-01";"22";"ECONOMÍA";"2003-II";"2003";"0.52"
"2003-12-01";"6";"CIENCIAS DEL DESARROLLO";"2003-II";"2003";"0.14"
"2003-12-01";"17";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2003-II";"2003";"0.40"
"2003-12-01";"195";"CIENCIAS DE LA EDUCACIÓN";"2003-II";"2003";"4.62"
"2003-12-01";"36";"ADMINISTRACIÓN DE EMPRESAS";"2003-II";"2003";"0.85"
"2003-12-01";"73";"MEDICINA VETERINARIA Y ZOOTECNIA";"2003-II";"2003";"1.73"
"2003-12-01";"9";"ENFERMERÍA";"2003-II";"2003";"0.21"
"2004-02-01";"7";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2004-I";"2004";"0.08"
"2004-02-01";"2";"CIENCIAS DE LA EDUCACIÓN";"2004-I";"2004";"0.02"
"2004-09-01";"488";"INGENIERÍA DE SISTEMAS";"2004-II";"2004";"5.70"
"2004-09-01";"1165";"DERECHO";"2004-II";"2004";"13.60"
"2004-09-01";"389";"INGENIERÍA AGRONÓMICA";"2004-II";"2004";"4.54"
"2004-09-01";"164";"INGENIERÍA ELECTRÓNICA";"2004-II";"2004";"1.91"
"2004-09-01";"206";"INGENIERÍA CIVIL";"2004-II";"2004";"2.41"
"2004-09-01";"564";"ENFERMERÍA";"2004-II";"2004";"6.59"
"2004-10-01";"520";"MEDICINA";"2004-II";"2004";"6.07"
"2004-10-01";"322";"MEDICINA VETERINARIA Y ZOOTECNIA";"2004-II";"2004";"3.76"
"2004-10-01";"213";"ARQUITECTURA";"2004-II";"2004";"2.49"
"2004-10-01";"285";"LINGÜÍSTICA E IDIOMAS";"2004-II";"2004";"3.33"
"2004-10-01";"768";"ODONTOLOGÍA";"2004-II";"2004";"8.97"
"2004-10-01";"200";"TRABAJO SOCIAL";"2004-II";"2004";"2.34"
"2004-10-01";"147";"CIENCIAS DEL DESARROLLO";"2004-II";"2004";"1.72"
"2004-10-01";"2261";"CIENCIAS DE LA EDUCACIÓN";"2004-II";"2004";"26.40"
"2004-10-01";"132";"ECONOMÍA";"2004-II";"2004";"1.54"
"2004-10-01";"275";"CONTADURÍA PÚBLICA";"2004-II";"2004";"3.21"
"2004-10-01";"101";"SOCIOLOGÍA";"2004-II";"2004";"1.18"
"2004-10-01";"100";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2004-II";"2004";"1.17"
"2004-10-01";"255";"ADMINISTRACIÓN DE EMPRESAS";"2004-II";"2004";"2.98"
"2005-05-01";"35";"INGENIERÍA ELECTRÓNICA";"2005-I";"2005";"0.34"
"2005-05-01";"60";"SOCIOLOGÍA";"2005-I";"2005";"0.58"
"2005-05-01";"8";"ARQUITECTURA";"2005-I";"2005";"0.08"
"2005-05-01";"681";"ENFERMERÍA";"2005-I";"2005";"6.58"
"2005-05-01";"1344";"DERECHO";"2005-I";"2005";"13.00"
"2005-05-01";"42";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2005-I";"2005";"0.41"
"2005-05-01";"115";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2005-I";"2005";"1.11"
"2005-05-01";"13";"INGENIERÍA CIVIL";"2005-I";"2005";"0.13"
"2005-05-01";"34";"INGENIERÍA DE SISTEMAS";"2005-I";"2005";"0.33"
"2005-05-01";"73";"ODONTOLOGÍA";"2005-I";"2005";"0.71"
"2005-05-01";"112";"MEDICINA VETERINARIA Y ZOOTECNIA";"2005-I";"2005";"1.08"
"2005-05-01";"231";"ADMINISTRACIÓN DE EMPRESAS";"2005-I";"2005";"2.23"
"2005-05-01";"162";"TRABAJO SOCIAL";"2005-I";"2005";"1.57"
"2005-05-01";"120";"ECONOMÍA";"2005-I";"2005";"1.16"
"2005-05-01";"439";"CONTADURÍA PÚBLICA";"2005-I";"2005";"4.24"
"2005-05-01";"156";"INGENIERÍA AGRONÓMICA";"2005-I";"2005";"1.51"
"2005-06-01";"196";"MEDICINA";"2005-I";"2005";"1.90"
"2005-06-01";"26";"CIENCIAS DEL DESARROLLO";"2005-I";"2005";"0.25"
"2005-06-01";"324";"LINGÜÍSTICA E IDIOMAS";"2005-I";"2005";"3.13"
"2005-07-01";"2211";"CIENCIAS DE LA EDUCACIÓN";"2005-I";"2005";"21.38"
"2005-08-01";"604";"ODONTOLOGÍA";"2005-II";"2005";"5.84"
"2005-08-01";"165";"TRABAJO SOCIAL";"2005-II";"2005";"1.60"
"2005-08-01";"115";"CIENCIAS DEL DESARROLLO";"2005-II";"2005";"1.11"
"2005-08-01";"160";"INGENIERÍA CIVIL";"2005-II";"2005";"1.55"
"2005-08-01";"65";"ADMINISTRACIÓN DE EMPRESAS";"2005-II";"2005";"0.63"
"2005-08-01";"64";"LINGÜÍSTICA E IDIOMAS";"2005-II";"2005";"0.62"
"2005-08-01";"49";"ECONOMÍA";"2005-II";"2005";"0.47"
"2005-08-01";"216";"MEDICINA VETERINARIA Y ZOOTECNIA";"2005-II";"2005";"2.09"
"2005-08-01";"190";"INGENIERÍA AGRONÓMICA";"2005-II";"2005";"1.84"
"2005-08-01";"571";"INGENIERÍA DE SISTEMAS";"2005-II";"2005";"5.52"
"2005-08-01";"145";"INGENIERÍA ELECTRÓNICA";"2005-II";"2005";"1.40"
"2005-08-01";"62";"SOCIOLOGÍA";"2005-II";"2005";"0.60"
"2005-08-01";"433";"MEDICINA";"2005-II";"2005";"4.19"
"2005-08-01";"15";"ENFERMERÍA";"2005-II";"2005";"0.15"
"2005-08-01";"31";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2005-II";"2005";"0.30"
"2005-08-01";"40";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2005-II";"2005";"0.39"
"2005-09-01";"181";"ARQUITECTURA";"2005-II";"2005";"1.75"
"2005-12-01";"164";"DERECHO";"2005-II";"2005";"1.59"
"2005-12-01";"27";"CONTADURÍA PÚBLICA";"2005-II";"2005";"0.26"
"2005-12-01";"663";"CIENCIAS DE LA EDUCACIÓN";"2005-II";"2005";"6.41"
"2006-01-01";"11";"ENFERMERÍA";"2006-I";"2006";"0.10"
"2006-07-01";"1";"MEDICINA";"2006-I";"2006";"0.01"
"2006-07-01";"39";"CIENCIAS DE LA EDUCACIÓN";"2006-I";"2006";"0.35"
"2006-07-01";"2";"CONTADURÍA PÚBLICA";"2006-I";"2006";"0.02"
"2006-07-01";"1";"LINGÜÍSTICA E IDIOMAS";"2006-I";"2006";"0.01"
"2006-07-01";"1";"CIENCIAS DEL DESARROLLO";"2006-I";"2006";"0.01"
"2006-07-01";"290";"DERECHO";"2006-I";"2006";"2.59"
"2006-07-01";"1";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2006-I";"2006";"0.01"
"2006-07-01";"4";"ODONTOLOGÍA";"2006-I";"2006";"0.04"
"2006-07-01";"3";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2006-I";"2006";"0.03"
"2006-07-01";"3";"INGENIERÍA DE SISTEMAS";"2006-I";"2006";"0.03"
"2006-07-01";"1";"INGENIERÍA AGRONÓMICA";"2006-I";"2006";"0.01"
"2006-07-01";"70";"TRABAJO SOCIAL";"2006-I";"2006";"0.63"
"2006-07-01";"1";"ADMINISTRACIÓN DE EMPRESAS";"2006-I";"2006";"0.01"
"2006-08-01";"364";"INGENIERÍA AGRONÓMICA";"2006-II";"2006";"3.25"
"2006-08-01";"452";"LINGÜÍSTICA E IDIOMAS";"2006-II";"2006";"4.04"
"2006-08-01";"347";"TRABAJO SOCIAL";"2006-II";"2006";"3.10"
"2006-08-01";"147";"CIENCIAS DEL DESARROLLO";"2006-II";"2006";"1.31"
"2006-08-01";"683";"MEDICINA";"2006-II";"2006";"6.11"
"2006-08-01";"315";"ADMINISTRACIÓN DE EMPRESAS";"2006-II";"2006";"2.82"
"2006-08-01";"355";"MEDICINA VETERINARIA Y ZOOTECNIA";"2006-II";"2006";"3.17"
"2006-08-01";"1456";"DERECHO";"2006-II";"2006";"13.02"
"2006-08-01";"87";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2006-II";"2006";"0.78"
"2006-09-01";"606";"ODONTOLOGÍA";"2006-II";"2006";"5.42"
"2006-10-01";"213";"INGENIERÍA ELECTRÓNICA";"2006-II";"2006";"1.90"
"2006-10-01";"2813";"CIENCIAS DE LA EDUCACIÓN";"2006-II";"2006";"25.15"
"2006-10-01";"788";"ENFERMERÍA";"2006-II";"2006";"7.05"
"2006-10-01";"143";"SOCIOLOGÍA";"2006-II";"2006";"1.28"
"2006-10-01";"176";"INGENIERÍA CIVIL";"2006-II";"2006";"1.57"
"2006-11-01";"491";"CONTADURÍA PÚBLICA";"2006-II";"2006";"4.39"
"2006-11-01";"205";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2006-II";"2006";"1.83"
"2006-12-01";"160";"ECONOMÍA";"2006-II";"2006";"1.43"
"2006-12-01";"251";"ARQUITECTURA";"2006-II";"2006";"2.24"
"2006-12-01";"703";"INGENIERÍA DE SISTEMAS";"2006-II";"2006";"6.29"
"2007-04-01";"28";"INGENIERÍA ELECTRÓNICA";"2007-I";"2007";"0.23"
"2007-04-01";"151";"LINGÜÍSTICA E IDIOMAS";"2007-I";"2007";"1.25"
"2007-06-01";"183";"TRABAJO SOCIAL";"2007-I";"2007";"1.52"
"2007-06-01";"27";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2007-I";"2007";"0.22"
"2007-06-01";"93";"ADMINISTRACIÓN DE EMPRESAS";"2007-I";"2007";"0.77"
"2007-06-01";"332";"CONTADURÍA PÚBLICA";"2007-I";"2007";"2.76"
"2007-06-01";"39";"ECONOMÍA";"2007-I";"2007";"0.32"
"2007-06-01";"45";"INGENIERÍA AGRONÓMICA";"2007-I";"2007";"0.37"
"2007-07-01";"2095";"CIENCIAS DE LA EDUCACIÓN";"2007-I";"2007";"17.39"
"2007-07-01";"22";"SOCIOLOGÍA";"2007-I";"2007";"0.18"
"2007-07-01";"4";"ARQUITECTURA";"2007-I";"2007";"0.03"
"2007-07-01";"28";"MEDICINA VETERINARIA Y ZOOTECNIA";"2007-I";"2007";"0.23"
"2007-07-01";"29";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2007-I";"2007";"0.24"
"2007-07-01";"73";"ODONTOLOGÍA";"2007-I";"2007";"0.61"
"2007-07-01";"25";"CIENCIAS DEL DESARROLLO";"2007-I";"2007";"0.21"
"2007-07-01";"28";"INGENIERÍA CIVIL";"2007-I";"2007";"0.23"
"2007-07-01";"352";"INGENIERÍA DE SISTEMAS";"2007-I";"2007";"2.92"
"2007-07-01";"5";"INGENIERÍA DE GAS Y PETROQUÍMICA";"2007-I";"2007";"0.04"
"2007-07-01";"593";"MEDICINA";"2007-I";"2007";"4.92"
"2007-07-01";"383";"ENFERMERÍA";"2007-I";"2007";"3.18"
"2007-07-01";"386";"DERECHO";"2007-I";"2007";"3.20"
"2007-08-01";"616";"ODONTOLOGÍA";"2007-II";"2007";"5.11"
"2007-08-01";"136";"SOCIOLOGÍA";"2007-II";"2007";"1.13"
"2007-08-01";"747";"CIENCIAS DE LA EDUCACIÓN";"2007-II";"2007";"6.20"
"2007-08-01";"333";"INGENIERÍA AGRONÓMICA";"2007-II";"2007";"2.76"
"2007-08-01";"331";"INGENIERÍA DE SISTEMAS";"2007-II";"2007";"2.75"
"2007-08-01";"368";"LINGÜÍSTICA E IDIOMAS";"2007-II";"2007";"3.05"
"2007-08-01";"286";"TRABAJO SOCIAL";"2007-II";"2007";"2.37"
"2007-08-01";"230";"ADMINISTRACIÓN DE EMPRESAS";"2007-II";"2007";"1.91"
"2007-08-01";"180";"MEDICINA";"2007-II";"2007";"1.49"
"2007-08-01";"53";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2007-II";"2007";"0.44"
"2007-08-01";"227";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2007-II";"2007";"1.88"
"2007-08-01";"131";"CIENCIAS DEL DESARROLLO";"2007-II";"2007";"1.09"
"2007-08-01";"216";"CONTADURÍA PÚBLICA";"2007-II";"2007";"1.79"
"2007-09-01";"235";"ARQUITECTURA";"2007-II";"2007";"1.95"
"2007-09-01";"139";"ECONOMÍA";"2007-II";"2007";"1.15"
"2007-09-01";"570";"ENFERMERÍA";"2007-II";"2007";"4.73"
"2007-09-01";"1497";"DERECHO";"2007-II";"2007";"12.43"
"2007-09-01";"377";"MEDICINA VETERINARIA Y ZOOTECNIA";"2007-II";"2007";"3.13"
"2007-09-01";"174";"INGENIERÍA CIVIL";"2007-II";"2007";"1.44"
"2007-10-01";"212";"INGENIERÍA ELECTRÓNICA";"2007-II";"2007";"1.76"
"2007-10-01";"69";"INGENIERÍA DE GAS Y PETROQUÍMICA";"2007-II";"2007";"0.57"
"2008-01-01";"707";"INGENIERÍA DE SISTEMAS";"2008-I";"2008";"5.22"
"2008-03-01";"375";"MEDICINA VETERINARIA Y ZOOTECNIA";"2008-I";"2008";"2.77"
"2008-03-01";"524";"LINGÜÍSTICA E IDIOMAS";"2008-I";"2008";"3.87"
"2008-03-01";"228";"ARQUITECTURA";"2008-I";"2008";"1.68"
"2008-03-01";"391";"ADMINISTRACIÓN DE EMPRESAS";"2008-I";"2008";"2.88"
